"","order","STUSPS","orderReg","GEOID","Agriculture...Forestry.NH3","Agriculture...Forestry.PM10.FIL","Agriculture...Forestry.PM10.PRI","Bulk.Terminals...Plants.NH3","Bulk.Terminals...Plants.PM25.PRI","Bulk.Terminals...Plants.PM.PRI","Coal.PM25.PRI","Coal.PM.CON","Coal.PM.PRI","Coal.SO2","Coal.VOC","Commercial.Institutional.Coal.CO","Commercial.Institutional.Coal.NH3","Commercial.Institutional.Coal.NOX","Commercial.Institutional.Coal.PM10.FIL","Commercial.Institutional.Coal.PM10.PRI","Commercial.Institutional.Coal.PM25.FIL","Commercial.Institutional.Coal.PM25.PRI","Commercial.Institutional.Coal.SO2","Commercial.Institutional.Coal.VOC","Commercial.Institutional.Gas.CO","Commercial.Institutional.Gas.NH3","Commercial.Institutional.Gas.NOX"
"891",891,"NM",265,35006,6.04,6.1467825865,5.6,1.07178445,12.51879378,0.021962796,0.719065243,0.001261518,12.278697,0.061242399,17.9184488,0.200000007,0.244991941,0.150000001,0.19374333,0.040307497,1.5543153,2.3116,0.727414684,0.414991788,0.066398686,1.659967153,0.089638226
"892",892,"NJ",377,34005,6.41,0,0,0.182843507,0.0401,0.3817,2.98,0.007053065,327.0865,1.72,392.9339,4.245936025,6.3845,4.245936025,6.0745,0.318563975,0.0159531825,4.569,21.8537,24.4521,2.8,121.6237,10.06915718
"893",893,"VT",365,50021,17.56885152,2.876918814,97.410523,1.8119728255,0.0585,0.3815857115,50.71501165,58.4,125.33,3.864,4.463854838,3.276,3.875854838,0.599854838,4.2,4.799854838,0.4,6.6,10.80270976,145.6767981,2.91843474,1.446661043,3.418766263
"894",894,"GA",81,13099,307.0996907,1894.51,1894.51,11.69288571,4445.71536,10.18184,0.10323,0.12,0.02,0.227,0.138551879,0.022168301,0.554207515,0.029927206,0.065950694,0.022999612,0.0590231,0.036023488,0.475,1.180462007,0.009421528,19.39,63.67753982
"895",895,"MA",369,25007,1.192736432,14.68,0.2850944875,0.009,0.198516129,0.17,0.003626316,0.000735526,0.002998684,0.002263158,0.1625,0,0,0.090738284,0.012909091,2.368121127,0.065000002,0.319334844,0.318854959,0.288571441,2.0115,0.0536,0.786644558
"896",896,"ND",351,38049,81.3,0,106.0631321,3.328959563,5.104879349,0,0,0,12.77,39.86270607,0.134422255,12.96010248,0.271091274,0.198597714,0.18408037,4.059603711,1.31,1.31,0.25,0.15,0.17,0.02,0.0244296
"897",897,"NE",284,31179,1562.01,234.3,234.3,42.78315487,5.445128802,9.490081626,0.129899698,0.013946287,0.024306385,0.010360099,0.919857214,0.000498082,4.176919839,0.024365366,4.972523618,0.009820734,0.025857123,0.005345463,0.016036389,0.029835142,0.273488799,0.103127754,0.016500441
"898",898,"ND",355,38045,64.45,0,0.097466743,2.6484021,4.061116657,0,0,0,12.77,31.62015641,0.106952648,10.25883231,0.215690972,0.158012794,0.146462956,3.296443304,1.31,1.31,0.25,0.15,0.17,0.02,0.0244296
"899",899,"ID",315,16023,38.59,3.14,10.635,0.08,0.000772727,1.09,1.045,0.01,0.07,4.12,0.02,16.47,1.517500008,1.658666674,0.338833317,0.48,0.141166679,0.01,34.73,0.21816,91.18644528,98.94699219,21.34756637
"900",900,"NH",366,33007,1.490005,1.863599685,57.0665,0.34,0.640829132,225.7284133,0.197645831,0.12964264,0.191665948,0.062023309,0.122500002,0.047215883,0.487937262,19.64,184.4801062,0.397480126,37.02334792,0.796285992,0.533205023,14.05545749,0.0135417,0.240546,92.871458
"901",901,"ND",356,38043,64.45,0,0.063132086,8.745263937,10.7840628,0,0,0,12.77,41.48000145,0.162244507,16.43178926,0.328611091,0.240881087,0.221998332,4.178175577,1.31,1.31,0.25,0.15,0.17,0.02,0.0244296
"902",902,"TX",137,48273,1052.9,151.79,151.79,0.56,17.33,0.02,350.27,0.45,7.28,0.04,8.67,0.06,0.16,0.03,0.13,0.09,0.05,0.47,0.041408145,0.52,0.01,0.14,0.009789
"903",903,"IN",228,18127,10.708404,0.287364818,37.724415,6237.502068,0.01504585,385.407,0.3819172,79.163716,0.001479771,0.373012153,0.001479771,0.313012153,0.000490383,0.011189,0.4690823,4.348254,3.35,0.53,0.72,1.59,0.55,1.43,0.87
"904",904,"MS",122,28101,1914.944931,320.75,320.75,11.9960483,0.02,3.8,0.2,0.031830482,0.005092877,0.280135301,0.065235156,0.0765443,0.024226596,0.03503574,0.006549145,14.42,0.02,1.712323546,5.86,5.86,5.86,23.09,175.0086098
"905",905,"NC",66,37163,6167.44,6167.44,925.11,0.580859787,0.075850734,0.130487438,1.792693903,1.948060708,0.209147622,0.364514427,0.155366805,5.65,9.196519723,0.007469558,6.528006814,0.028027386,7.779442637,0.136096005,0.045175866,0.063622462,0.018446596,0.019382,0.147112
"906",906,"TN",96,47127,2.76,0.19,1.09,5.570778712,0.718879488,1.244129196,0,0,0,0,0,28,29.94117681,0,0,0.369044351,0.002152759,0.439338514,0.00228456,0.000472289,0.001889156,0.001416867,0.125
"907",907,"FL",104,12103,334.06,334.06,40.54,126.219488,38.065239035,5487.0343565,0.11,0.004136039,1.25,0.91,0.97,0.4,0.46,0.06,4.92,0.030483141,208.1564,3.67,0.83396,43.61232258,0.54396,43.32232258,0.988362581
"908",908,"IL",243,17065,419.9299864,2698.2,2698.2,0.00069151,0.000305509,3.76e-06,0,0,0,0,21.43,0,0,1.28,0.01,1.52,0.145917,0.008210526,0.006789474,0.010983,2.5142562385,0.4981,0.01
"909",909,"AR",156,5105,17.28,17.28,2.56,12.9,1.14,0.006651,0.03,0.005583385,0.13,0.015356296,0.01,0.0096460805,0.01,0.007143704,0.0225,0.59,0.002372939,7.32,0.240341696,83.84306653,3.29800456,2.835161586,2.462730326
"910",910,"KS",298,20023,2475.27,2475.27,371.29,0.004197823,1.09857182,0.006261581,0.007667242,0.071930048,0.062624333,0.010019893,0.25413361,0.014966957,0.031270063,0.010885893,0.027188998,0.016303105,0.100353,0.127214611,0.004340531,0.62955,0.97506069,0.126465,0.47197569
"911",911,"CO",272,8029,2.24,0.155525001,1.198039174,161.23633435,0.870344996,2376.4939845,0.371490061,1.3640999795,8.569290997,0.020462584,3.973716165,0.023180011,4.730614482,0.009342964,0.024599195,0.005085411,0.020341642,0.015256232,1.180000007,0.028383687,0.260183797,0.079360238,0.012697638
"912",912,"IA",261,19185,728.4134775,1463.37,1463.37,6.06,1786.752235,89.66573215,0.326581434,0.001959489,0.718479156,0.783795442,0.851724381,0.091442802,0.15937174,0.067928938,27.4,11.5165677,0.003265814,2.378371569,2.830442344,0.004839624,0.0427423,0.002634226,0.040536902
"913",913,"TX",143,48165,2655.88,392.78,392.78,0.28,8.76,0.01,350.27,0.45,2.44,0.01,2.91,0.02,0.05,0.01,0.04,0.03,0.01,0.16,0.010704145,0.23,0.01,0.13,0.009789
"914",914,"AL",117,1093,952.5729871,242.98,242.98,9.0767202215,3.941124667,1.31,0.77,0.997757936,1.064027778,0.14202381,0.208293651,0.066269841,2.033730159,2.05,23.54,0,0.13,0.001555961,0.19,0.21,0.09,0.11,0.02
"915",915,"NC",70,37189,39.97,39.97,5.99,0.167561165,0.021880732,0.037641833,3.105127644,3.374238707,0.362264892,0.631375954,0.269111063,5.65,15.92930482,0.012938032,23.70221858,0.048546275,22.95740307,0.01,0.01,0.612601833,0.031951375,0.019382,1.86
"916",916,"VA",21,51770,14.635,14.635,17.93,410.997,0.81,9.86,0.413725,156.638,0.147544192,0.31,0.147544192,0.26,0.008074335,0.5115,3.33,9.55,1.52,44.02,6.88,0.024034441,4.88,0.074252116,133.02
"917",917,"TX",143,48317,1291.07,190.5,190.5,1.7,52.765,0.055,350.27,0.45,0.67,0.003914,0.79,0.005929474,0.01,0.003434342,0.01,0.008486842,0.004792,0.04,0.002975564,0.07,0.01,0.064824774,0.01
"918",918,"TX",147,48037,1157.4,142.65,142.65,11.93,514.111,2.625,350.27,0.45,34.94,0.2,41.6,0.31,0.77,0.17,0.64,0.46,0.24,2.28,0.133989818,4.738,0.06,0.7368,0.01
"919",919,"UT",305,49057,20.65,28.11060759,128.533,65.89,0.340904301,0.57272565,0.366265824,0.802648351,0.436382529,14.11,0.370278819,0.672921561,0.697,0.180941183,0.2050196205,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,319.693
"920",920,"MO",342,29127,1205.59,180.83,180.83,0.82,3.36,2.19,15.547,0.0313967475,0.08,0.0285304115,0.06,0.009182292,0.09,0.85,0.535329783,0.080852765,2.178627614,0.125926778,0.08591478,0.227513715,0.131598935,0.416549173,0.031204531
"921",921,"NY",207,36045,299.3516763,0.711378767,424.0899494,50.48179996,542.08,748.7725748,4159.363026,16.28805,0.12,0.7775,236.6956981,278.7661,47.73101769,86.71141966,0.060401961,2.410727883,4.4527825,0.05015,2.639,3.393,0.608614084,0.7509022865,0.3440202015
"922",922,"IA",262,19097,2779.85311,2138.59,2138.59,6.06,1786.752235,89.66573215,1.158506179,0.006951037,2.548713595,2.780414831,3.021384116,0.32438173,0.565351016,0.240969285,27.4,40.85356191,0.011585062,7.301811834,8.692633135,0.01,0.045201692,0.009344581,0.037378322
"923",923,"ND",353,38063,64.45,0,0.0413836,2.068665181,3.172409714,0,0,0,12.77,24.79778504,0.083526487,8.05512511,0.168455869,0.123408099,0.114384651,2.53037888,1.31,1.31,0.25,0.15,0.17,0.02,0.0244296
"924",924,"NY",208,36019,1.528125024,0.533197806,18.05610027,7.50761981,435.82,475.3140194,2481.843069,7.68,1.0275,102.8475,237.94,257.71,48.81,67.13,1.055877081,2.410727883,4.4527825,1.65,2.639,3.393,0.608614084,0.7509022865,0.3440202015
"925",925,"CO",274,8045,11.1,0.155525001,4.682316051,161.23633435,0.870344996,2376.4939845,1.053273574,1.3640999795,24.29622942,0.058016894,14.76654698,0.065721524,22.91255593,0.192083318,0.298855474,0.182083318,0.286784174,0.100282358,1.180000007,0.196475332,62.2456915,0.225007477,0.036001196
"926",926,"MO",341,29177,1195.97,179.39,179.39,0.02,1.3,0.85,6.32,0.002916666,0.033883223,0.002916666,0.023883223,0.000966557,0.03,0.35,1.701784635,0.030285542,7.839630987,0.399763331,0.386410894,0.582515907,0.196105013,0.606084474,0.510403328
"927",927,"OH",216,39073,176.2331443,146.49,146.49,0.11,0.27,88.42312192,30.69,0,0,0.279827917,0.001711713,0.625147474,0.68805666,0.746205298,0.086109599,0.144258237,0.058148638,24.565,0.003162949,15.8214072,0.602720275,18.8350078,0.309940903
"928",928,"AL",113,1085,576.6650782,490.12,490.12,9.0767202215,3.941124667,1.31,0.17,0.13,0.14,0.08,0.09,0.01,856.2413385,6.197,5.89,0,0.006329607,0.000121642,0.04,0.05,0.02,0.03,0.01
"929",929,"GA",79,13043,182.6732555,814.67,814.67,0.97,28.93,1.21,0.10323,0.36218925,0.01,0.11,0.145710769,0.023313723,0.582843078,0.031473526,0.069358326,0.024187988,0.062072788,0.0378848,0.475,1.241455756,0.009908332,14.61,70.79145502
"930",930,"IA",262,19113,1752.350768,2697.68,2697.68,6.06,6249.271667,99.75697415,24.38445711,0.146306743,53.64580564,58.52269706,63.59466414,6.82764799,11.89961507,5.071967079,27.4,859.8934955,0.243844571,153.889916,183.3041858,0.36,0.981413766,0.19,0.816745999
"931",931,"CA",383,6105,9.505651983,1.45,1.45,0.00140484,0.067447917,0.072916667,0.226177743,0.096403628,82.10108056,1.655546919,0.00463479,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,0.16,0.00098,0.2
"932",932,"GA",82,13215,35.12334626,3.29,3.29,35.21,1048.1,43.95,0.10323,0.41,0.494,4.55,4.052390844,0.648382535,16.20956338,0.875316422,1.928938042,0.67269688,1.7263185,1.053621619,0.475,34.52636999,0.275562577,369.81,832.0251316
"933",933,"MS",127,28135,334.4886316,3926.81,3926.81,1.604409752,0.01,2.52,0.13,0.012863366,0.002058139,0.106497031,0.023497783,0.028236793,0.00872645,0.013215459,0.00235901,14.42,0.02,0.63554684,5.86,5.86,5.86,4.92,37.04382785
"934",934,"KS",302,20005,1527.69,1527.69,229.15,0.789615178,7.575907976,0.044192797,0.054113628,0.496041594,0.441988145,0.070718103,1.793616599,0.105633345,0.220696914,0.076830129,0.191893698,0.115063569,0.100353,0.127214611,0.030634467,0.62955,0.97506069,0.126465,0.47197569
"935",935,"TX",143,48003,401.29,52.37,52.37,1.11,34.37,0.03,350.27,0.45,20.98,0.01,105.48,0.02,1.05,0.01,1.04,0.03,0.52,5.42,0.008536145,0.321,0.01,0.1365,0.009789
"936",936,"OH",219,39109,768.4091377,3112.16,3112.16,0.11,0.27,88.42312192,30.69,0,0,1.462280139,0.008944799,3.266796055,3.595536853,3.89940074,0.449977822,0.753841709,0.303863887,24.565,0.016528432,57.266316,2.127669185,68.184664,0.309940903
"937",937,"TX",144,48375,421.66,51.7,51.7,59.10683886,23489.30928,138.1528073,350.27,0.45,83.933,1.14,98.017,0.569882431,3.3,0.329882431,3.06,0.840117569,0.571,5.507,0.34,1.7,0.08,0.77,0.02
"938",938,"OK",152,40133,2.15,45.368,3.884,0.230126003,0.043436012,8.864492158,0.045759631,1.143990784,0.061775502,0.136134903,0.047475618,0.121835018,0.074359401,2.436700369,0.019447843,4.21,165.1356441,1.623228557,23.46872217,20.16839294,19.36770254,32.42856631,4.96
"939",939,"SC",75,45003,0.499919624,1.477440063,12.683,21.592,29.28,0.14,0.17,1.91,5.84,0.45,23.6,0.75,4.13,0.27,3.65,3.38,0.00462,0.237,0.4,482.19,631.1647942,4.30168994,1703.709713
"940",940,"CA",382,6045,226.4825318,64.22,64.22,0.00140484,0.067447917,0.072916667,4.360322801,1.858498243,82.10108056,31.91613329,0.089350877,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,6.6,0.1,33.9
"941",941,"VA",22,51550,77.49,77.49,19.06,30569.63748,0.91,11.11,0.33,98.2182,0.000470149,0.350504,0.000440765,0.290474616,3.39e-05,0.410424,3.755908,10.75,1.71,49.61,7.74,0.024034441,5.5,0.074252116,149.9
"942",942,"WY",374,56037,5.33,14.12,13.08,2.67709452,0.578252416,1.274296991,1383.698271,45.5986056,39.1305562,37.43969825,59.92165564,13.0999999,13.39,1.299999952,614.5,350,379.7872193,102.3489361,29.78723341,88.81608063,1.143469705,242.6067283,21.6357
"943",943,"TX",144,48169,687.19,97.76,97.76,0.18,5.63,0.006499,350.27,0.45,0.66,0.003886,0.79,0.005902105,0.01,0.003411711,0.01,0.008486842,0.004759,0.04,0.010023764,0.07,0.01,0.064824774,0.01
"944",944,"WV",188,54031,0.200774295,46.10491,0.3718375,0.26,3.12,0.01,27.18813603,0.254420287,88.17598289,3.498238607,3.007745081,2.658697825,5.586809173,8.69,699.2451,56.7524,211.186394,47.659889895,34.015352295,66.8816735,13.26060334,2.111,33.19155
"945",945,"WI",245,55089,95.99,95.99,8.09,2.942305568,126.8640564,15.18783,0,0,25.84470508,17.787125,0,0,46.42683073,0.25,55.28098691,0.382478355,0.671267049,0.382478355,0.028788693,0.03123889,0.258475049,0.330405965,3.03705428
"946",946,"TN",23,47163,14.02,18.07,1.09,10351.41339,214.9484837,311.8305189,11.57240021,13.51357702,7.0924,9.033576809,1.941176809,28,29.94117681,368,12,52.61278885,0.301074602,67.44379625,0.319507741,0.06,0.264208324,0.198156243,0.125
"947",947,"SC",76,45059,0.499919624,1.477440063,12.683,21.592,13.81,0.05,0.05,0.9,2.75,0.203054545,11.13,0.35,2,0.13,1.78,1.65,0.00462,0.237,0.19,172.54,258.6039907,2.218156408,847.2036712
"948",948,"WY",371,56011,0.58,1.61,1.49,0.22264403,0.04809111,0.105978558,651.1491165,22.07517567,18.94954967,18.12447771,27.64348896,0.200000003,13.39,1.299999952,614.5,350,379.7872193,102.3489361,29.78723341,7.504019952,0.285867425,8.933357086,0.01
"949",949,"WI",244,55117,482.68,482.68,11.01,40.18788095,892.1606229,15.18783,0,0,25.84470508,17.787125,0,0,33.58005984,0.17,43.72021559,0.512553991,0.728345407,0.512553991,0.035791416,0.03123889,0.337235469,0.241157958,2.296844881
"950",950,"MA",367,25013,0.1,117.4816631,0.171663128,0.009,0.198516129,0.17,6.317852954,4.663999997,6.016252951,1.342252955,2.042,28.8784,15.3025,72.171,8.0851,347.2409,21.3444,20.88612184,12.68880242,13.52172182,1,0.0536,1366.2631
"951",951,"TX",141,48055,745.25,89.38,89.38,1.34,41.69,0.04,350.27,0.45,4.38,0.02,5.21,0.03,0.09,0.02,0.08,0.05,0.03,0.28,0.021408145,0.46,0.01,0.14,0.009789
"952",952,"KS",300,20029,2700.2,2700.2,405.03,0.149194069,5.11670604,0.029190449,0.035743407,0.336095901,0.291944244,0.046711079,1.184728704,0.069773471,0.145775841,0.050748225,0.126750595,0.07600237,0.100353,0.127214611,0.020234833,0.62955,0.97506069,0.126465,0.47197569
"953",953,"CA",386,6027,32.55350876,16.58,16.58,0.00140484,0.067447917,0.072916667,0.248582142,0.105953044,82.10108056,1.819539774,0.005093896,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,3.321136132,0.019373294,3.95373349
"954",954,"AL",114,1037,61.52088546,95.36,95.36,9.0767202215,3.941124667,1.31,0.13,0.13,0.14,0.08,0.09,0.01,856.2413385,6.197,5.89,0,0.004431834,0.000110256,0.03,0.03659919,0.01,0.011234818,0
"955",955,"IA",259,19059,2567.496699,1694.22,1694.22,6.06,1786.752235,89.66573215,1.487780803,0.008926685,3.273117766,3.570673926,3.880132333,0.416578625,0.726037032,0.309458407,27.4,52.46510222,0.014877808,9.377157984,11.16328331,0.02,0.058049073,0.01,0.048002118
"956",956,"KY",202,21095,1.98,27.79,1.2347784,0.029326988,3.53164392,3.602517375,5.331874664,0.031102602,6.347469838,0.01,0.033006843,0.00682353,0.02729412,0.02047059,2.08,0.162425565,0.038084819,0.349110841,0.073109071,1.845950457,0.105914502,0.224820877,0.07830763
"957",957,"KS",300,20061,559.43,559.43,83.91,0.348713302,10.73389139,0.062614366,0.076670653,0.702814317,0.626228929,0.100196629,2.541277669,0.149666133,0.312693437,0.108856425,0.271883729,0.163027304,0.100353,0.127214611,0.043404308,0.62955,0.97506069,0.126465,0.47197569
"958",958,"PA",201,42011,350.56,350.56,47.78,0.08830387,1392.49371,178.8694614,21.72021429,240.8989484,16.94253948,80.10466759,0.755485715,114.423271,408.2357246,0.9280355,187.468719,1.03968202,221.2192655,2.22062252,2.22062252,2.996846129,0.15787748,7.893860162,1.231723
"959",959,"TN",92,47019,5.34,2.58,1.09,34.00672483,4.388387726,7.594765727,0,0,0,0,0,28,29.94117681,0,0,8.436752257,0.049214388,10.04375269,0.052227514,0.01,0.043188137,0.032391102,0.125
"960",960,"MN",256,27083,1.197664801,10.166,350.5402973,23.5277,0.023845001,0.191152603,0.596369646,2.2936088,0.014184154,8.66194,2.20293,0.995,4.075,3.313574949,2.43,1.8874794015,2.016382367,1.816425051,69.4033,79.99588481,0.644160605,233.7395368,8.782274345
"961",961,"VA",171,51037,14.52,14.52,0.77,15.94,0.02,0.28,0.008540427,2.5,0.147544192,0.009063311,0.147544192,0.007494661,0.008074335,0.01,0.09,0.27,0.043820948,1.26,0.18,0.024034441,0.13,0.074252116,3.81
"962",962,"TN",92,47179,38.08,13.25,1.09,107.5010184,13.87243706,24.00834113,0.02406,0.028095871,0.018285023,0.022320893,0.004035871,0.02406,0.028095871,105.19,3.901,44.64291236,0.248283655,51.36853377,0.475484696,0.103,0.429881575,0.322411181,0.053
"963",963,"SC",75,45071,0.499919624,1.477440063,12.683,21.592,7.53,0.03,0.03,0.49,1.49,0.1016,6.06,0.23,1.26,0.08,1.11,1.03,0.00462,0.237,0.1,77.76,188.7424023,1.788970104,684.7118069
"964",964,"VA",160,51093,63.68,63.68,2.844,3864.123,0.07,0.85,0.02,7.56,0.147544192,0.02,0.147544192,0.02,0.008074335,0.03,0.28,0.82,0.13,3.81,0.59,0.024034441,0.42,0.074252116,11.53
"965",965,"OR",329,41069,2.159590851,1.117591034,1.697577345,0.00102,0.084303284,32.71958623,68.034650365,14.21217381,49.39557581,35.1834021195,110.2960003,31.0258,87.1,0,1.1,0,0,0,0,0,0.05,2.2178500065,0
"966",966,"MO",345,29023,2226.63,333.99,333.99,0.12,4.61,3.01,21.25,0.0313967475,0.11,0.0285304115,0.09,0.009182292,0.12,1.16,0.726927513,0.111108402,2.986202645,0.170701211,0.127687877,0.319766131,0.182078254,0.549428809,0.041565618
"967",967,"LA",131,22047,632.53,94.87,94.87,4.326426499,0.316797907,171.0292514,1,2,38,13.43,151.2837465,1.451306974,619.7952952,21.02622935,18.05423356,16.31274728,29.33844374,14,63.5,55.5,23.5,42.259462935,17.095238095
"968",968,"MS",123,28125,771.0273637,2406.95,2406.95,0.336046085,0.01,2.52,0.13,0.011430911,0.001828946,0.090740019,0.019217234,0.023526507,0.007136768,0.011196041,0.001929273,14.42,0.02,0.534343852,5.86,5.86,5.86,1.44,23.42681102
"969",969,"VA",177,51061,74,74,5.93,14.84,0.19,2.39,0.07,21.12,0.147544192,0.07,0.147544192,0.06,0.008074335,0.08,0.8,2.31,0.36,10.67,1.66,0.024034441,1.18,0.074252116,32.23
"970",970,"VA",165,51750,14.635,14.635,2.34,25.97,0.06,0.78,0.02,6.95,0.147544192,0.02,0.147544192,0.02,0.008074335,0.02,0.26,0.75,0.12,3.51,0.54,0.024034441,0.38,0.074252116,10.61
"971",971,"NV",378,32005,3.2,0.48,0.48,0.129590364,0.010335428,0.868573454,0.17699783,1.937346575,18.10128206,0.211591109,1.999902449,0.787167266,0.125946762,3.148669062,0.170028129,0.374691618,0.130669766,0.335333255,0.1556,6.706665103,0.053527374,18.44650425,7.442572875
"972",972,"FL",108,12037,204.83,204.83,20.48,18.12322054,38.065239035,5487.0343565,0.056804286,0.000340826,0.12496943,0.136330287,0.148145578,0.0159052,0.027720492,0.011815292,0.552592096,0.000568043,1.04,0.006236364,0.004842105,0.01,0.002263158,0.009052632,0.006789474
"973",973,"IN",234,18055,0.41675,1.738984942,2.706102,123.7703,0.01504585,385.407,0.04,8.3,0.0449262785,0.04,0.0449262785,0.03,0.014888168,0.456768,0.04,0.45,1.563,0.06,0.354151921,0.56675,0.334151921,0.54675,0.202598106
"974",974,"IN",233,18139,10.708404,1.738984942,3.52,118.7,0.01504585,385.407,0.02,4.75,0.0449262785,0.02,0.0449262785,0.02,0.014888168,0.456768,0.02,0.26,0.22,0.03,0.04,0.1,0.03,0.09,0.05
"975",975,"WI",245,55131,172.45,172.45,11.23,5.089571975,278.9748572,15.18783,0,0,25.84470508,17.787125,0,0,51.8509784,0.281471764,62.14501173,0.149690227,0.457075653,0.149690227,0.017385426,0.034336805,0.33304376,0.3682258,3.408261165
"976",976,"MO",349,29105,383.67,57.55,57.55,0.15,2.63,1.72,12.15,0.0313967475,0.06,0.0285304115,0.05,0.009182292,0.07,0.66,0.414239814,0.06067837,1.70663795,0.102669665,0.064705176,0.17597712,0.101271944,0.329542832,0.020958198
"977",977,"PA",196,42085,177.14,177.14,11.41,2.4718552,55.4127462,14.57171015,0,35.52258975,0,14.06934035,0,114.423271,229.4000951,3.24293305,66.8240978,0.399725789,77.83857835,0.159601917,0.159555275,0.765609874,0.011998083,7.893860162,0.46872425
"978",978,"AR",155,5031,1615.34,1615.34,242.2926302,12.9,50.54,0.29,1.54,0.24,6.18,0.015356296,0.73,0.0096460805,0.65,0.007143704,0.0225,26.36,0.1,251.23,1.914374508,671.9329427,26.26561926,22.57958053,19.61390543
"979",979,"MO",341,29195,2915.78,437.36,437.36,0.05,1.97,1.29,10.23,0.013125002,0.057474509,0.008359,0.042708507,0.004349507,0.06,0.57,0.423679738,0.040508758,1.788377122,0.095091757,0.079118619,0.170582668,0.091464049,0.278348518,0.062618621
"980",980,"IL",243,17193,635.8676657,3706.8,3706.8,0.005283138,0.002334086,2.87e-05,0,0,0,0,21.43,0,0,5.84,0.03,6.96,0.145917,0.03,0.02,0.010983,2.5142562385,0.4981,0.04
"981",981,"IL",241,17039,661.1253691,3353.7,3353.7,0.01087054,0.004802596,5.91e-05,0,0,0,0,21.43,0,0,5.0232,0.03,5.5572,0.145917,0.0537,0.0537,0.010983,2.5142562385,0.0337,0.03
"982",982,"NV",380,32033,35.96,5.39,5.39,0.011596406,0.000924867,0.077724378,0.002789791,1.013628,18.10128206,0.005190309,0.047577837,0.070439738,0.011270358,0.281758952,0.015214983,0.033529315,0.011692996,0.030007328,0.1556,0.600146567,0.004789902,18.44650425,7.442572875
"983",983,"MN",254,27049,0.474509805,0.06,1.506746711,47.18324976,0.229677492,1.041693837,0.450691588,2.63466245,0.012215862,10.88855,2.47642,0.995,4.075,3.313574949,2.43,1.8874794015,2.016382367,1.816425051,137.250325,182.244442,1.557964405,558.0260613,21.22354696
"984",984,"NC",72,37173,22.28,22.28,3.34,0.044550555,0.00581757,0.010008074,1.186629434,1.289470652,0.138440101,0.241281318,0.102841218,5.65,6.087408998,0.004944289,3.180348975,0.018552036,3.786129732,0.007477606,0.004070089,0.016280358,0.012210268,0.019382,0.27
"985",985,"FL",104,12101,404.28,404.28,41.76,18.12322054,38.065239035,5487.0343565,0.03,0.001766667,0.53,0.03,0.04,0.02,0.03,0.01,2.07,0.01,34.42,0.14,0.08,0.23,0.04,0.18,0.14
"986",986,"FL",107,12119,508.93,508.93,51.89,0,38.065239035,5487.0343565,0.089234578,0.000535407,0.196316072,0.214162987,0.23272378,0.024985682,0.043546474,0.018560792,0.868073976,0.000892346,4.45,0.01,0.008434211,0.02,0.004526316,0.01,0.01
"987",987,"NY",209,36059,409.632647,47.66655086,2002.359609,0.454825,188.27,191.4628715,6192.140905,170.608898,0.0021584,0.15345,241.0159878,691.0620501,50.92146368,468.3772502,1.84085733,7.111957531,8.64662934,0.00091969,2.639,3.393,0.608614084,0.7509022865,0.3440202015
"988",988,"ND",354,38091,64.45,0,0.170346541,1.212650085,1.85944882,0,0,0,12.77,14.53093894,0.048963459,4.716033831,0.098752641,0.07234472,0.067052073,1.48989011,1.31,1.31,0.25,0.15,0.17,0.02,0.0244296
"989",989,"IN",237,18163,10.708404,19.06857681,144.173821,1381.51,0.01504585,385.407,0.9913997,187.511574,0.120107573,2.830079151,0.120107573,2.690079151,0.039802578,2.911771,1.2188565,11.2025855,7.489725,1.191156,1.61323,3.547264,1.240168,3.173778,1.93
"990",990,"MO",343,29071,804.72,120.7,120.7,297.9754231,7.3,4.76,37.76,0.085198688,0.266863219,0.063173689,0.21483822,0.011664531,0.2,2.01,1.161601957,0.181856313,4.737621522,0.274669663,0.202875387,0.506355974,0.303480587,0.909678228,0.072622042
"991",991,"NC",71,37011,21.77,21.77,3.26,0.120882398,0.015785253,0.027155666,0.977776931,1.062517598,0.114073975,0.198814643,0.084740667,5.65,5.015995655,0.004074071,2.620592217,0.015286788,3.119752639,0.006161511,0.003353734,0.013414936,0.010061202,0.019382,0.27
"992",992,"WV",192,54107,25.56,223.043979,2.2087875,5.62,137.56,0.5837,226.2528604,2.126803351,829.998076,29.14598808,25.06102958,22.19280992,44.38564006,115.86,699.2451,56.7524,211.186394,47.659889895,34.015352295,66.8816735,13.26060334,2.111,33.19155
